coalition,value,iteration
"(3, 9, 0, 8, 4, 2, 1, 6, 7, 5)",0.0999,0
"(9, 0, 8, 4, 2, 1, 6, 7, 5, '1_of_3', '2_of_3', '3_of_3', '4_of_3', '5_of_3')",0.0999,0
"(3, 0, 8, 4, 2, 1, 6, 7, 5, '1_of_9', '2_of_9', '3_of_9', '4_of_9', '5_of_9')",0.1076,0
"(3, 9, 8, 4, 2, 1, 6, 7, 5, '1_of_0', '2_of_0', '3_of_0', '4_of_0', '5_of_0')",0.1121,0
"(3, 9, 0, 4, 2, 1, 6, 7, 5, '1_of_8', '2_of_8', '3_of_8', '4_of_8', '5_of_8')",0.0999,0
"(3, 9, 0, 8, 2, 1, 6, 7, 5, '1_of_4', '2_of_4', '3_of_4', '4_of_4', '5_of_4')",0.1015,0
"(3, 9, 0, 8, 4, 1, 6, 7, 5, '1_of_2', '2_of_2', '3_of_2', '4_of_2', '5_of_2')",0.101,0
"(3, 9, 0, 8, 4, 2, 6, 7, 5, '1_of_1', '2_of_1', '3_of_1', '4_of_1', '5_of_1')",0.0994,0
"(3, 9, 0, 8, 4, 2, 1, 7, 5, '1_of_6', '2_of_6', '3_of_6', '4_of_6', '5_of_6')",0.1035,0
"(3, 9, 0, 8, 4, 2, 1, 6, 5, '1_of_7', '2_of_7', '3_of_7', '4_of_7', '5_of_7')",0.1031,0
"(3, 9, 0, 8, 4, 2, 1, 6, 7, '1_of_5', '2_of_5', '3_of_5', '4_of_5', '5_of_5')",0.169,0
"(1, 5, 0, 9, 7, 3, 8, 6, 2, 4)",0.1343,1
"(5, 0, 9, 7, 3, 8, 6, 2, 4, '1_of_1', '2_of_1', '3_of_1', '4_of_1', '5_of_1')",0.1613,1
"(1, 0, 9, 7, 3, 8, 6, 2, 4, '1_of_5', '2_of_5', '3_of_5', '4_of_5', '5_of_5')",0.2692,1
"(1, 5, 9, 7, 3, 8, 6, 2, 4, '1_of_0', '2_of_0', '3_of_0', '4_of_0', '5_of_0')",0.1,1
"(1, 5, 0, 7, 3, 8, 6, 2, 4, '1_of_9', '2_of_9', '3_of_9', '4_of_9', '5_of_9')",0.1018,1
"(1, 5, 0, 9, 3, 8, 6, 2, 4, '1_of_7', '2_of_7', '3_of_7', '4_of_7', '5_of_7')",0.1014,1
"(1, 5, 0, 9, 7, 8, 6, 2, 4, '1_of_3', '2_of_3', '3_of_3', '4_of_3', '5_of_3')",0.318,1
"(1, 5, 0, 9, 7, 3, 6, 2, 4, '1_of_8', '2_of_8', '3_of_8', '4_of_8', '5_of_8')",0.3179,1
"(1, 5, 0, 9, 7, 3, 8, 2, 4, '1_of_6', '2_of_6', '3_of_6', '4_of_6', '5_of_6')",0.101,1
